SampleID,Plate_number,Plate_name,Plate_position,Site_Name,Sex,Dev_stage,Sample_date,Sample_timing,Site_number,Site_type,Nest_placed_date,Date_extracted,Qiagen_kit,Code,Number_2,Primer,Linker,Linker_2,Combine_1,Combine_2,Combine_3,Decontam,Site_type_Sampling_timing
RF245.215.Plate3.H4.799FMod3.1115R.Cemetery.M,3,Plate,H4,Cemetery,M,e,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,215,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.216.Plate3.A5.799FMod3.1115R.Cemetery.M,3,Plate,A5,Cemetery,M,fl,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,216,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.217.Plate3.B5.799FMod3.1115R.BoylanRd.F,3,Plate,B5,BoylanRd,F,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,217,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.218.Plate3.C5.799FMod3.1115R.BoylanRd.F,3,Plate,C5,BoylanRd,F,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,218,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.219.Plate3.D5.799FMod3.1115R.BoylanRd.M,3,Plate,D5,BoylanRd,M,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,219,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.220.Plate3.E5.799FMod3.1115R.BoylanRd.M,3,Plate,E5,BoylanRd,M,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,220,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.221.Plate3.F5.799FMod3.1115R.BoylanRd.F,3,Plate,F5,BoylanRd,F,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,221,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.222.Plate3.G5.799FMod3.1115R.BoylanRd.F,3,Plate,G5,BoylanRd,F,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,222,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.223.Plate3.H5.799FMod3.1115R.BoylanRd.M,3,Plate,H5,BoylanRd,M,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,223,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.224.Plate3.A6.799FMod3.1115R.BoylanRd.M,3,Plate,A6,BoylanRd,M,e,5/31/2022,late,1,Forest,4/5/2022,8/22/2022,20,RF245,224,799FMod3.1115R,.,_,Forest_late_BoylanRd,Forest_late_BoylanRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.225.Plate3.B6.799FMod3.1115R.SwanHillRdN.F,3,Plate,B6,SwanHillRdN,F,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,225,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.226.Plate3.C6.799FMod3.1115R.SwanHillRdN.F,3,Plate,C6,SwanHillRdN,F,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,226,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.227.Plate3.D6.799FMod3.1115R.SwanHillRdN.M,3,Plate,D6,SwanHillRdN,M,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,227,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.228.Plate3.E6.799FMod3.1115R.SwanHillRdN.M,3,Plate,E6,SwanHillRdN,M,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,228,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.229.Plate3.F6.799FMod3.1115R.SwanHillRdN.F,3,Plate,F6,SwanHillRdN,F,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,229,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.230.Plate3.G6.799FMod3.1115R.SwanHillRdN.F,3,Plate,G6,SwanHillRdN,F,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,230,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.231.Plate3.A7.799FMod3.1115R.SwanHillRdN.M,3,Plate,A7,SwanHillRdN,M,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,231,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.232.Plate3.B7.799FMod3.1115R.SwanHillRdN.M,3,Plate,B7,SwanHillRdN,M,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,232,799FMod3.1115R,.,_,Forest_late_SwanHillRdN,Forest_late_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.233.Plate3.C7.799FMod3.1115R.SwanHillRdS.F,3,Plate,C7,SwanHillRdS.,F,e,5/31/2022,late,5,Forest,4/5/2022,8/22/2022,20,RF245,233,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.234.Plate3.D7.799FMod3.1115R.SwanHillRdS.F,3,Plate,D7,SwanHillRdS.,F,fl,5/31/2022,late,5,Forest,4/5/2022,8/22/2022,20,RF245,234,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.235.Plate3.E7.799FMod3.1115R.SwanHillRdS.M,3,Plate,E7,SwanHillRdS.,M,e,5/31/2022,late,5,Forest,4/5/2022,8/22/2022,20,RF245,235,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.236.Plate3.F7.799FMod3.1115R.SwanHillRdS.M,3,Plate,F7,SwanHillRdS.,M,e,5/31/2022,late,5,Forest,4/5/2022,9/16/2022,20,RF245,236,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.237.Plate3.G7.799FMod3.1115R.SwanHillRdS.F,3,Plate,G7,SwanHillRdS.,F,e,5/31/2022,late,5,Forest,4/5/2022,9/16/2022,20,RF245,237,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.238.Plate3.H7.799FMod3.1115R.SwanHillRdS.M,3,Plate,H7,SwanHillRdS.,M,e,5/31/2022,late,5,Forest,4/5/2022,9/16/2022,20,RF245,238,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.239.Plate3.A8.799FMod3.1115R.SwanHillRdS.F,3,Plate,A8,SwanHillRdS.,F,e,5/31/2022,late,5,Forest,4/5/2022,9/16/2022,20,RF245,239,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.240.Plate3.B8.799FMod3.1115R.SwanHillRdS.F,3,Plate,B8,SwanHillRdS.,F,e,5/31/2022,late,5,Forest,4/5/2022,9/16/2022,20,RF245,240,799FMod3.1115R,.,_,Forest_late_SwanHillRdS.,Forest_late_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.081.Plate1.D11.799FMod3.1115R.BoylanRd.F,1,Plate,D11,BoylanRd,F,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,81,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.082.Plate1.E11.799FMod3.1115R.BoylanRd.F,1,Plate,E11,BoylanRd,F,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,82,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.083.Plate1.F11.799FMod3.1115R.BoylanRd.F,1,Plate,F11,BoylanRd,F,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,83,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.084.Plate1.G11.799FMod3.1115R.BoylanRd.M,1,Plate,G11,BoylanRd,M,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,84,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.085.Plate1.H11.799FMod3.1115R.BoylanRd.F,1,Plate,H11,BoylanRd,F,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,85,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.086.Plate1.A12.799FMod3.1115R.BoylanRd.F,1,Plate,A12,BoylanRd,F,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,86,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.087.Plate1.B12.799FMod3.1115R.BoylanRd.F,1,Plate,B12,BoylanRd,F,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,87,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.088.Plate1.C12.799FMod3.1115R.BoylanRd.M,1,Plate,C12,BoylanRd,M,e,5/16/2022,early,1,Forest,4/5/2022,8/1/2022,16,RF245,88,799FMod3.1115R,.,_,Forest_early_BoylanRd,Forest_early_BoylanRd_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.089.Plate1.D12.799FMod3.1115R.SwanHillRdS.F,1,Plate,D12,SwanHillRdS.,F,e,5/16/2022,early,5,Forest,4/5/2022,8/1/2022,16,RF245,89,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.090.Plate1.E12.799FMod3.1115R.SwanHillRdS.F,1,Plate,E12,SwanHillRdS.,F,e,5/16/2022,early,5,Forest,4/5/2022,8/1/2022,16,RF245,90,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.091.Plate1.F12.799FMod3.1115R.SwanHillRdS.F,1,Plate,F12,SwanHillRdS.,F,e,5/16/2022,early,5,Forest,4/5/2022,8/1/2022,16,RF245,91,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.092.Plate1.G12.799FMod3.1115R.SwanHillRdS.M,1,Plate,G12,SwanHillRdS.,M,e,5/23/2022,early,5,Forest,4/5/2022,8/1/2022,16,RF245,92,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.093.Plate2.A1.799FMod3.1115R.SwanHillRdS.M,2,Plate,A1,SwanHillRdS.,M,e,5/23/2022,early,5,Forest,4/5/2022,8/1/2022,16,RF245,93,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.094.Plate2.C1.799FMod3.1115R.SwanHillRdS.F,2,Plate,C1,SwanHillRdS.,F,e,5/23/2022,early,5,Forest,4/5/2022,8/3/2022,17,RF245,94,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.095.Plate2.D1.799FMod3.1115R.SwanHillRdS.M,2,Plate,D1,SwanHillRdS.,M,e,5/23/2022,early,5,Forest,4/5/2022,8/3/2022,17,RF245,95,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.096.Plate2.E1.799FMod3.1115R.SwanHillRdS.M,2,Plate,E1,SwanHillRdS.,M,e,5/23/2022,early,5,Forest,4/5/2022,8/3/2022,17,RF245,96,799FMod3.1115R,.,_,Forest_early_SwanHillRdS.,Forest_early_SwanHillRdS._M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.177.Plate2.H11.799FMod3.1115R.Cemetery.F,2,Plate,H11,Cemetery,F,fl,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,177,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.178.Plate2.A12.799FMod3.1115R.Cemetery.F,2,Plate,A12,Cemetery,F,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,178,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.179.Plate2.B12.799FMod3.1115R.Cemetery.M,2,Plate,B12,Cemetery,M,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,179,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.180.Plate2.C12.799FMod3.1115R.Cemetery.M,2,Plate,C12,Cemetery,M,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,180,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.181.Plate2.D12.799FMod3.1115R.Cemetery.F,2,Plate,D12,Cemetery,F,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,181,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.182.Plate2.E12.799FMod3.1115R.Cemetery.F,2,Plate,E12,Cemetery,F,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,182,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.183.Plate2.F12.799FMod3.1115R.Cemetery.M,2,Plate,F12,Cemetery,M,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,183,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.184.Plate2.G12.799FMod3.1115R.Cemetery.M,2,Plate,G12,Cemetery,M,e,5/23/2022,early,2,Forest,4/5/2022,8/5/2022,20,RF245,184,799FMod3.1115R,.,_,Forest_early_Cemetery,Forest_early_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.185.Plate3.A1.799FMod3.1115R.ConnHillRd.F,3,Plate,A1,ConnHillRd,F,fl,5/23/2022,early,3,Forest,4/5/2022,8/5/2022,20,RF245,185,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.186.Plate3.B1.799FMod3.1115R.ConnHillRd.F,3,Plate,B1,ConnHillRd,F,e,5/23/2022,early,3,Forest,4/5/2022,8/5/2022,20,RF245,186,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.187.Plate3.C1.799FMod3.1115R.ConnHillRd.M,3,Plate,C1,ConnHillRd,M,dl,5/31/2022,early,3,Forest,4/5/2022,8/5/2022,20,RF245,187,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.188.Plate3.E1.799FMod3.1115R.ConnHillRd.F,3,Plate,E1,ConnHillRd,F,fl,5/31/2022,early,3,Forest,4/5/2022,8/22/2022,20,RF245,188,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.189.Plate3.F1.799FMod3.1115R.ConnHillRd.M,3,Plate,F1,ConnHillRd,M,e,5/31/2022,early,3,Forest,4/5/2022,8/22/2022,20,RF245,189,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.190.Plate3.G1.799FMod3.1115R.ConnHillRd.M,3,Plate,G1,ConnHillRd,M,e,5/31/2022,early,3,Forest,4/5/2022,8/22/2022,20,RF245,190,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.191.Plate3.H1.799FMod3.1115R.ConnHillRd.M,3,Plate,H1,ConnHillRd,M,e,5/31/2022,early,3,Forest,4/5/2022,8/22/2022,20,RF245,191,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.192.Plate3.A2.799FMod3.1115R.ConnHillRd.F,3,Plate,A2,ConnHillRd,F,e,5/31/2022,early,3,Forest,4/5/2022,8/22/2022,20,RF245,192,799FMod3.1115R,.,_,Forest_early_ConnHillRd,Forest_early_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.193.Plate3.B2.799FMod3.1115R.SwanHillRdN.F,3,Plate,B2,SwanHillRdN,F,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,193,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.194.Plate3.C2.799FMod3.1115R.SwanHillRdN.F,3,Plate,C2,SwanHillRdN,F,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,194,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.195.Plate3.D2.799FMod3.1115R.SwanHillRdN.M,3,Plate,D2,SwanHillRdN,M,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,195,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.196.Plate3.E2.799FMod3.1115R.SwanHillRdN.F,3,Plate,E2,SwanHillRdN,F,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,196,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.197.Plate3.F2.799FMod3.1115R.SwanHillRdN.F,3,Plate,F2,SwanHillRdN,F,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,197,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_F,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.198.Plate3.G2.799FMod3.1115R.SwanHillRdN.M,3,Plate,G2,SwanHillRdN,M,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,198,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.199.Plate3.H2.799FMod3.1115R.SwanHillRdN.M,3,Plate,H2,SwanHillRdN,M,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,199,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.200.Plate3.A3.799FMod3.1115R.SwanHillRdN.M,3,Plate,A3,SwanHillRdN,M,e,5/23/2022,early,4,Forest,4/5/2022,8/22/2022,20,RF245,200,799FMod3.1115R,.,_,Forest_early_SwanHillRdN,Forest_early_SwanHillRdN_M,Residential_early_Tobias_F_e,Sample,Forest_early
RF245.Control14.Plate1.H3.799FMod3.1115R.Qiagen14,1,Plate,H3,Qiagen14,NA,NA,,Control,,Control,,7/27/2022,14,RF245,,799FMod3.1115R,.,_,NA_NA_Qiagen14,NA_NA_Qiagen14_NA,Residential_early_Tobias_F_e,Control,Control
RF245.Control15.Plate1.A7.799FMod3.1115R.Qiagen15,1,Plate,A7,Qiagen15,NA,NA,,Control,,Control,,7/28/2022,15,RF245,49,799FMod3.1115R,.,_,NA_NA_Qiagen15,NA_NA_Qiagen15_NA,Residential_early_Tobias_F_e,Control,Control
RF245.Control16.Plate2.B1.799FMod3.1115R.Qiagen16,2,Plate,B1,Qiagen16,NA,NA,,Control,,Control,,8/1/2022,16,RF245,98,799FMod3.1115R,.,_,NA_NA_Qiagen16,NA_NA_Qiagen16_NA,Residential_early_Tobias_F_e,Control,Control
RF245.Control17.Plate2.C7.799FMod3.1115R.Qiagen17,2,Plate,C7,Qiagen17,NA,NA,,Control,,Control,,8/3/2022,17,RF245,147,799FMod3.1115R,.,_,NA_NA_Qiagen17,NA_NA_Qiagen17_NA,Residential_early_Tobias_F_e,Control,Control
RF245.Control20.1.Plate3.D1.799FMod3.1115R.Qiagen20.1,3,Plate,D1,Qiagen20.1,NA,NA,,Control,,Control,,8/5/2022,20,RF245,196,799FMod3.1115R,.,_,NA_NA_Qiagen20.1,NA_NA_Qiagen20.1_NA,Residential_early_Tobias_F_e,Control,Control
RF245.Blank1.Plate1.H6.799FMod3.1115R,1,Plate,H6,NA,NA,NA,,Blank,,Blank,,,,RF245,48,799FMod3.1115R,.,_,NA_NA_NA,NA_NA_NA_NA,Residential_early_Tobias_F_e,Control,Blank
RF245.Blank2.Plate1.H12.799FMod3.1115R,1,Plate,H12,NA,NA,NA,,Blank,,Blank,,,,RF245,96,799FMod3.1115R,.,_,NA_NA_NA,NA_NA_NA_NA,Residential_early_Tobias_F_e,Control,Blank
RF245.Blank3.Plate2.H6.799FMod3.1115R,2,Plate,H6,NA,NA,NA,,Blank,,Blank,,,,RF245,144,799FMod3.1115R,.,_,NA_NA_NA,NA_NA_NA_NA,Residential_early_Tobias_F_e,Control,Blank
RF245.Blank4.Plate2.H12.799FMod3.1115R,2,Plate,H12,NA,NA,NA,,Blank,,Blank,,,,RF245,192,799FMod3.1115R,.,_,NA_NA_NA,NA_NA_NA_NA,Residential_early_Tobias_F_e,Control,Blank
RF245.Blank5.Plate3.H6.799FMod3.1115R,3,Plate,H6,NA,NA,NA,,Blank,,Blank,,,,RF245,240,799FMod3.1115R,.,_,NA_NA_NA,NA_NA_NA_NA,Residential_early_Tobias_F_e,Control,Blank
RF245.Blank6.Plate3.C8.799FMod3.1115R,3,Plate,C8,NA,NA,NA,,Blank,,Blank,,,,RF245,251,799FMod3.1115R,.,_,NA_NA_NA,NA_NA_NA_NA,Residential_early_Tobias_F_e,Control,Blank
